logC,C,cost,ell,N,D,Q,L,N_over_D,tokens_per_param,Q_at_bound,share_train,share_attn,share_quality
20.3,1.99526e+20,指数型,131072,5.68414e+07,9.05913e+10,0.674493,1.69181,0.000627449,1593.75,False,0.154847,0.676536,0.168617
20.4,2.51189e+20,指数型,131072,6.4264e+07,1.00296e+11,0.691865,1.69173,0.000640742,1560.69,False,0.153959,0.672655,0.173386
20.5,3.16228e+20,指数型,131072,7.24759e+07,1.11489e+11,0.708672,1.69166,0.00065007,1538.3,False,0.153313,0.669834,0.176853
20.6,3.98107e+20,指数型,131072,8.15554e+07,1.24378e+11,0.724913,1.69159,0.000655707,1525.07,False,0.152879,0.667938,0.179183
20.7,5.01187e+20,指数型,131072,9.16428e+07,1.39074e+11,0.740908,1.69152,0.00065895,1517.57,False,0.152579,0.666629,0.180791
20.8,6.30957e+20,指数型,131072,1.02941e+08,1.55602e+11,0.75715,1.69146,0.000661568,1511.56,False,0.152319,0.665491,0.18219
20.9,7.94328e+20,指数型,131072,1.15427e+08,1.74583e+11,0.772827,1.6914,0.000661163,1512.49,False,0.152216,0.665043,0.18274
21,1e+21,指数型,131072,1.29347e+08,1.96074e+11,0.788504,1.69134,0.000659686,1515.87,False,0.15217,0.664842,0.182988
21.1,1.25893e+21,指数型,131072,1.44803e+08,2.20555e+11,0.803933,1.69128,0.000656538,1523.14,False,0.15221,0.665017,0.182773
21.2,1.58489e+21,指数型,131072,1.62094e+08,2.48115e+11,0.81961,1.69122,0.0006533,1530.69,False,0.152255,0.665212,0.182533
21.3,1.99526e+21,指数型,131072,1.81367e+08,2.79315e+11,0.835287,1.69117,0.000649327,1540.06,False,0.152337,0.665569,0.182095
21.4,2.51189e+21,指数型,131072,2.02577e+08,3.15297e+11,0.850152,1.69112,0.000642495,1556.43,False,0.152567,0.666574,0.180859
21.5,3.16228e+21,指数型,131072,2.2649e+08,3.55351e+11,0.865829,1.69107,0.000637371,1568.95,False,0.152707,0.667186,0.180107
21.6,3.98107e+21,指数型,131072,2.52912e+08,4.01263e+11,0.880941,1.69102,0.000630289,1586.57,False,0.15295,0.668248,0.178802
21.7,5.01187e+21,指数型,131072,2.82478e+08,4.52933e+11,0.89637,1.69097,0.000623663,1603.43,False,0.153169,0.669204,0.177627
21.8,6.30957e+21,指数型,131072,3.15259e+08,5.1185e+11,0.911482,1.69093,0.00061592,1623.59,False,0.153448,0.670425,0.176127
21.9,7.94328e+21,指数型,131072,3.51762e+08,5.78618e+11,0.926594,1.69089,0.000607935,1644.91,False,0.153742,0.671707,0.174551
22,1e+22,指数型,131072,3.92594e+08,6.53794e+11,0.942024,1.69084,0.000600486,1665.32,False,0.154005,0.67286,0.173135
22.1,1.25893e+22,指数型,131072,4.37868e+08,7.39491e+11,0.957136,1.6908,0.000592122,1688.84,False,0.154322,0.674243,0.171436
22.2,1.58489e+22,指数型,131072,4.88428e+08,8.36206e+11,0.97246,1.69077,0.0005841,1712.04,False,0.15462,0.675544,0.169836
22.3,1.99526e+22,指数型,131072,5.44565e+08,9.46233e+11,0.987571,1.69073,0.000575509,1737.59,False,0.154953,0.676999,0.168049
22.4,2.51189e+22,指数型,131072,6.04763e+08,1.07735e+12,1,1.6907,0.000561346,1781.43,False,0.155629,0.679955,0.164416
22.5,3.16228e+22,指数型,131072,6.6026e+08,1.2597e+12,1,1.69066,0.000524139,1907.89,False,0.15781,0.689484,0.152706
22.6,3.98107e+22,指数型,131072,7.21571e+08,1.4702e+12,1,1.69063,0.000490797,2037.5,False,0.159885,0.698547,0.141568
22.7,5.01187e+22,指数型,131072,7.89336e+08,1.71279e+12,1,1.6906,0.000460847,2169.92,False,0.161852,0.707142,0.131006
22.8,6.30957e+22,指数型,131072,8.64271e+08,1.99195e+12,1,1.69057,0.000433882,2304.77,False,0.163711,0.715266,0.121022
22.9,7.94328e+22,指数型,131072,9.47173e+08,2.31272e+12,1,1.69054,0.000409549,2441.71,False,0.165464,0.722924,0.111612
23,1e+23,指数型,131072,1.03892e+09,2.68084e+12,1,1.69051,0.000387537,2580.4,False,0.167111,0.73012,0.102768
23.1,1.25893e+23,指数型,131072,1.1405e+09,3.10278e+12,1,1.69049,0.000367574,2720.54,False,0.168655,0.736865,0.0944799
23.2,1.58489e+23,指数型,131072,1.253e+09,3.58589e+12,1,1.69046,0.000349424,2861.85,False,0.170098,0.743169,0.0867332
23.3,1.99526e+23,指数型,131072,1.37762e+09,4.13847e+12,1,1.69044,0.000332881,3004.08,False,0.171443,0.749046,0.0795111
23.4,2.51189e+23,指数型,131072,1.5157e+09,4.76994e+12,1,1.69042,0.000317761,3147.02,False,0.172694,0.754511,0.0727949
23.5,3.16228e+23,指数型,131072,1.66873e+09,5.49097e+12,1,1.69039,0.000303904,3290.51,False,0.173854,0.759582,0.0665636
23.6,3.98107e+23,指数型,131072,1.83836e+09,6.31365e+12,1,1.69037,0.000291172,3434.4,False,0.174929,0.764276,0.0607951
23.7,5.01187e+23,指数型,131072,2.02641e+09,7.25171e+12,1,1.69035,0.000279439,3578.6,False,0.175921,0.768612,0.0554662
23.8,6.30957e+23,指数型,131072,2.23491e+09,8.3207e+12,1,1.69033,0.000268597,3723.06,False,0.176836,0.77261,0.0505531
23.9,7.94328e+23,指数型,131072,2.46614e+09,9.5382e+12,1,1.69031,0.000258554,3867.67,False,0.177679,0.77629,0.0460314
24,1e+24,指数型,131072,2.72256e+09,1.09243e+13,1,1.6903,0.00024922,4012.51,False,0.178452,0.77967,0.0418776
24.1,1.25893e+24,指数型,131072,3.00696e+09,1.25016e+13,1,1.69028,0.000240525,4157.58,False,0.179162,0.78277,0.0380676
24.2,1.58489e+24,指数型,131072,3.3224e+09,1.4296e+13,1,1.69026,0.0002324,4302.92,False,0.179812,0.78561,0.0345783
24.3,1.99526e+24,指数型,131072,3.6723e+09,1.63366e+13,1,1.69024,0.00022479,4448.6,False,0.180406,0.788207,0.031387
24.4,2.51189e+24,指数型,131072,4.06046e+09,1.86565e+13,1,1.69023,0.000217644,4594.67,False,0.180949,0.790579,0.028472
24.5,3.16228e+24,指数型,131072,4.49105e+09,2.12934e+13,1,1.69021,0.000210913,4741.29,False,0.181444,0.792743,0.0258126
24.6,3.98107e+24,指数型,131072,4.96874e+09,2.42899e+13,1,1.6902,0.00020456,4888.54,False,0.181896,0.794715,0.0233891
24.7,5.01187e+24,指数型,131072,5.49869e+09,2.76944e+13,1,1.69018,0.000198549,5036.55,False,0.182307,0.796511,0.0211826
24.8,6.30957e+24,指数型,131072,6.08665e+09,3.15619e+13,1,1.69017,0.000192848,5185.43,False,0.182681,0.798144,0.0191757
24.9,7.94328e+24,指数型,131072,6.73897e+09,3.59546e+13,1,1.69016,0.00018743,5335.33,False,0.18302,0.799628,0.0173517
25,1e+25,指数型,131072,7.4627e+09,4.09434e+13,1,1.69015,0.000182269,5486.4,False,0.183329,0.800976,0.0156954
19,1e+19,幂函数型,2048,2.13478e+07,7.3083e+10,0.5,1.69232,0.000292103,3423.45,True,0.936096,0.0639041,0
19.1,1.25893e+19,幂函数型,2048,2.36868e+07,8.29208e+10,0.5,1.69224,0.000285655,3500.72,True,0.936096,0.0639041,0
19.2,1.58489e+19,幂函数型,2048,2.6282e+07,9.4083e+10,0.5,1.69215,0.000279349,3579.76,True,0.936096,0.0639041,0
19.3,1.99526e+19,幂函数型,2048,2.91615e+07,1.06748e+11,0.5,1.69207,0.000273181,3660.57,True,0.936096,0.0639041,0
19.4,2.51189e+19,幂函数型,2048,3.23565e+07,1.21118e+11,0.5,1.69199,0.00026715,3743.22,True,0.936096,0.0639041,0
