Model,BBH,bbh_macro,bbh_weighted,bbh_group,n_subtasks
FINGU-AI/QwQ-Buddy-32B-Alpha,48.731,64.2442,64.0167,64.0167,24
FINGU-AI/RomboUltima-32B,56.6738,69.3845,69.0679,69.0679,24
FallenMerick/Chewy-Lemon-Cookie-11B,33.0143,52.5112,52.2132,52.2132,24
Felladrin/Llama-160M-Chat-v1,3.16676,30.3608,29.9774,29.9774,24
Felladrin/Minueza-32M-UltraChat,2.43729,29.4148,29.1616,29.1616,24
FlofloB/100k_fineweb_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,7.34783,33.2339,33.1193,33.1193,24
FlofloB/10k_continued_pretraining_Phi-3-mini-4k-instruct_Unsloth_merged_16bit,32.6078,52.1499,52.0396,52.0396,24
FlofloB/10k_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,7.53023,33.0552,32.9283,32.9283,24
FlofloB/40k_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,7.53209,33.2461,33.1019,33.1019,24
FlofloB/83k_continued_pretraining_Qwen2.5-0.5B-Instruct_Unsloth_merged_16bit,8.13227,33.4653,33.4491,33.4491,24
FlofloB/smollm2-135M_pretrained_1000k_fineweb,2.70874,29.1794,28.7971,28.7971,24
FlofloB/smollm2-135M_pretrained_1000k_fineweb_uncovai_human_removed,3.27427,30.6643,30.3767,30.3767,24
FlofloB/smollm2-135M_pretrained_1000k_fineweb_uncovai_selected,2.11341,29.3178,28.9707,28.9707,24
FlofloB/smollm2-135M_pretrained_1200k_fineweb,2.2373,29.4098,29.0227,29.0227,24
FlofloB/smollm2-135M_pretrained_1200k_fineweb_uncovai_human_removed,2.84942,29.4962,29.2484,29.2484,24
FlofloB/smollm2-135M_pretrained_1200k_fineweb_uncovai_selected,2.20655,29.6047,29.2484,29.2484,24
FlofloB/smollm2-135M_pretrained_1400k_fineweb,2.1601,29.2178,28.8492,28.8492,24
FlofloB/smollm2-135M_pretrained_1400k_fineweb_uncovai_human_removed,2.63003,29.9239,29.6129,29.6129,24
FlofloB/smollm2-135M_pretrained_1400k_fineweb_uncovai_selected,2.63162,29.1673,28.8492,28.8492,24
FlofloB/smollm2-135M_pretrained_200k_fineweb_uncovai_human_removed,2.82254,30.2874,29.9774,29.9774,24
FlofloB/smollm2-135M_pretrained_200k_fineweb_uncovai_selected,2.32235,29.2719,28.988,28.988,24
FlofloB/smollm2-135M_pretrained_400k_fineweb,1.88977,29.7234,29.4046,29.4046,24
FlofloB/smollm2-135M_pretrained_400k_fineweb_uncovai_human_removed,3.57549,30.488,30.151,30.151,24
FlofloB/smollm2-135M_pretrained_400k_fineweb_uncovai_selected,2.07347,29.2517,28.9533,28.9533,24
FlofloB/smollm2-135M_pretrained_600k_fineweb,3.42405,30.1372,29.7171,29.7171,24
FlofloB/smollm2-135M_pretrained_600k_fineweb_uncovai_human_removed,2.41875,30.0017,29.7518,29.7518,24
FlofloB/smollm2-135M_pretrained_600k_fineweb_uncovai_selected,2.16516,29.8344,29.5088,29.5088,24
FlofloB/smollm2-135M_pretrained_800k_fineweb,2.34839,29.5944,29.231,29.231,24
FlofloB/smollm2-135M_pretrained_800k_fineweb_uncovai_human_removed,3.2107,30.381,30.0642,30.0642,24
FlofloB/smollm2-135M_pretrained_800k_fineweb_uncovai_selected,1.92286,29.4281,29.0575,29.0575,24
FlofloB/smollm2_pretrained_200k_fineweb,2.87252,29.9468,29.5956,29.5956,24
FlofloB/test_continued_pretraining_Phi-3-mini-4k-instruct_Unsloth_merged_16bit,32.8824,52.4083,52.3867,52.3867,24
FuJhen/ft-openhermes-25-mistral-7b-irca-dpo-pairs,26.5969,47.7303,47.4744,47.4744,24
FuJhen/mistral-instruct-7B-DPO,24.9258,46.2391,46.2073,46.2073,24
FuJhen/mistral_7b_v0.1_structedData_e2e,18.0624,41.1391,40.9651,40.9651,24
FuJhen/mistral_7b_v0.1_structedData_viggo,23.9602,45.2386,45.1137,45.1137,24
FuseAI/FuseChat-7B-v2.0,29.3416,49.5421,49.2449,49.2449,24
FuseAI/FuseChat-Llama-3.1-8B-Instruct,30.8481,51.1989,50.946,50.946,24
FuseAI/FuseChat-Llama-3.2-3B-Instruct,24.2199,46.5837,46.3982,46.3982,24
FuseAI/FuseChat-Qwen-2.5-7B-Instruct,36.2513,55.26,54.9731,54.9731,24
GalrionSoftworks/MN-LooseCannon-12B-v1,29.9761,51.2818,50.9113,50.9113,24
GalrionSoftworks/MagnusIntellectus-12B-v1,33.2623,53.2301,52.8207,52.8207,24
GenVRadmin/AryaBhatta-GemmaOrca-2-Merged,13.6616,38.8749,38.4308,38.4308,24
GenVRadmin/AryaBhatta-GemmaOrca-Merged,17.6836,41.3063,41.0866,41.0866,24
GenVRadmin/AryaBhatta-GemmaUltra-Merged,17.9683,41.4145,41.1213,41.1213,24
GenVRadmin/llama38bGenZ_Vikas-Merged,23.1319,45.3598,45.2178,45.2178,24
GoToCompany/gemma2-9b-cpt-sahabatai-v1-instruct,41.8665,59.5455,59.4862,59.4862,24
GoToCompany/llama3-8b-cpt-sahabatai-v1-instruct,28.5395,49.5129,49.3664,49.3664,24
Goekdeniz-Guelmez/Josiefied-Qwen2.5-0.5B-Instruct-abliterated-v1,6.84579,32.6831,32.5464,32.5464,24
Goekdeniz-Guelmez/Josiefied-Qwen2.5-0.5B-Instruct-abliterated-v1,7.22117,32.6831,32.5464,32.5464,24
Goekdeniz-Guelmez/Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v1,18.306,41.8601,41.4859,41.4859,24
Goekdeniz-Guelmez/Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v2,16.4995,40.4189,40.0972,40.0972,24
Goekdeniz-Guelmez/Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3,16.4397,40.5345,40.2187,40.2187,24
Goekdeniz-Guelmez/Josiefied-Qwen2.5-14B-Instruct-abliterated-v4,48.0523,63.5564,63.3223,63.3223,24
Goekdeniz-Guelmez/Josiefied-Qwen2.5-7B-Instruct-abliterated-v2,33.334,53.0967,52.8554,52.8554,24
Goekdeniz-Guelmez/j.o.s.i.e.v4o-1.5b-dpo-stage1-v1,17.748,41.2421,40.861,40.861,24
Goekdeniz-Guelmez/josie-3b-v6.0,22.8711,44.9615,44.7492,44.7492,24
Goekdeniz-Guelmez/josie-7b-v6.0,30.4448,51.0486,50.946,50.946,24
Goekdeniz-Guelmez/josie-7b-v6.0-step2000,30.0811,51.0713,50.8592,50.8592,24
Goekdeniz-Guelmez/josie-7b-v6.0-step2000,30.3958,51.0713,50.8592,50.8592,24
GreenNode/GreenNode-small-9B-it,41.8999,59.9384,59.8334,59.8334,24
GritLM/GritLM-7B-KTO,27.9043,48.5294,48.0646,48.0646,24
GritLM/GritLM-8x7B-KTO,40.8262,58.203,57.8893,57.8893,24
Groq/Llama-3-Groq-8B-Tool-Use,27.2542,48.6338,48.4638,48.4638,24
Gryphe/Pantheon-RP-1.0-8b-Llama-3,23.6319,45.3908,45.2178,45.2178,24
Gryphe/Pantheon-RP-1.5-12b-Nemo,31.7501,51.9582,51.6751,51.6751,24
Gryphe/Pantheon-RP-1.6-12b-Nemo,31.6873,52.0401,51.7792,51.7792,24
Gryphe/Pantheon-RP-1.6-12b-Nemo-KTO,33.0322,52.7698,52.4735,52.4735,24
Gryphe/Pantheon-RP-Pure-1.6.2-22b-Small,31.6832,53.0454,52.6298,52.6298,24
Gunulhona/Gemma-Ko-Merge,38.7872,58.1303,58.0281,58.0281,24
Gunulhona/Gemma-Ko-Merge-PEFT,30.1863,48.6299,48.3597,48.3597,24
Gunulhona/Gemma-Ko-Merge-PEFT,26.0151,48.6299,48.3597,48.3597,24
HPAI-BSC/Llama3-Aloe-8B-Alpha,27.146,48.3085,48.134,48.134,24
HPAI-BSC/Llama3.1-Aloe-Beta-8B,30.3696,51.7034,51.4668,51.4668,24
HPAI-BSC/Qwen2.5-Aloe-Beta-7B,30.3316,50.49,50.0434,50.0434,24
Hastagaras/Llama-3.1-Jamet-8B-MK.I,29.5039,50.4867,50.3558,50.3558,24
Hastagaras/Zabuza-8B-Llama-3.1,23.2203,45.3892,45.2526,45.2526,24
HelpingAI/Cipher-20B,43.4397,60.3243,60.0937,60.0937,24
HelpingAI/Priya-10B,19.9668,44.4146,44.2631,44.2631,24
HelpingAI/Priya-3B,14.3353,39.6118,39.4029,39.4029,24
HeraiHench/Double-Down-Qwen-Math-7B,1.95487,28.4461,28.1896,28.1896,24
HeraiHench/Marge-Qwen-Math-7B,3.36351,30.6885,30.4114,30.4114,24
HeraiHench/Phi-4-slerp-ReasoningRP-14B,18.8854,41.9572,41.8504,41.8504,24
HiroseKoichi/Llama-Salad-4x8B-V3,31.9288,52.4465,52.2132,52.2132,24
HoangHa/Pensez-Llama3.1-8B,24.8452,46.6913,46.5023,46.5023,24
HuggingFaceH4/zephyr-7b-alpha,23.8903,45.8286,45.565,45.565,24
HuggingFaceH4/zephyr-7b-beta,21.4875,43.1582,43.0654,43.0654,24
HuggingFaceH4/zephyr-7b-gemma-v0.1,23.7512,46.3076,46.2073,46.2073,24
HuggingFaceH4/zephyr-orpo-141b-A35b-v0.1,47.5038,62.9044,62.6974,62.6974,24
HuggingFaceTB/SmolLM-1.7B,4.41113,31.8052,31.557,31.557,24
HuggingFaceTB/SmolLM-1.7B-Instruct,2.08037,28.8511,28.4846,28.4846,24
HuggingFaceTB/SmolLM-135M,3.2854,30.4605,30.0816,30.0816,24
HuggingFaceTB/SmolLM-135M-Instruct,2.69296,30.1508,29.8386,29.8386,24
HuggingFaceTB/SmolLM-360M,3.28492,30.6452,30.2725,30.2725,24
HuggingFaceTB/SmolLM-360M-Instruct,2.08037,28.8511,28.4846,28.4846,24
HuggingFaceTB/SmolLM2-1.7B,9.30179,34.5259,34.2822,34.2822,24
HuggingFaceTB/SmolLM2-1.7B-Instruct,10.918,35.9862,35.6709,35.6709,24
HuggingFaceTB/SmolLM2-135M,3.70808,30.4423,30.151,,24
HuggingFaceTB/SmolLM2-135M-Instruct,4.72081,31.3475,31.0536,31.0536,24
HuggingFaceTB/SmolLM2-135M-Instruct,4.79628,31.3475,31.0536,31.0536,24
HuggingFaceTB/SmolLM2-360M,5.5436,32.3348,32.1472,32.1472,24
HuggingFaceTB/SmolLM2-360M-Instruct,3.29905,31.4351,31.2272,31.2272,24
HuggingFaceTB/SmolLM2-360M-Instruct,4.17386,31.4351,31.2272,31.2272,24
HumanLLMs/Humanish-LLama3-8B-Instruct,28.0125,49.6771,49.4359,49.4359,24
HumanLLMs/Humanish-Mistral-Nemo-Instruct-2407,32.7096,52.6178,52.2826,52.2826,24
HumanLLMs/Humanish-Qwen2.5-7B-Instruct,34.479,53.6368,53.4109,53.4109,24
IDEA-CCNL/Ziya-LLaMA-13B-v1,1.46362,28.7703,28.4499,28.4499,24
INSAIT-Institute/BgGPT-Gemma-2-27B-IT-v1.0,2.34704,29.1178,28.7624,28.7624,24
IlyaGusev/gemma-2-2b-it-abliterated,16.7963,41.186,40.8089,40.8089,24
IlyaGusev/gemma-2-9b-it-abliterated,40.8247,59.0633,58.9828,58.9828,24
Infinirc/Infinirc-Llama3-8B-2G-Release-v1.0,20.8312,43.5074,43.4126,43.4126,24
Intel/neural-chat-7b-v3,30.2057,50.4832,50.2343,50.2343,24
Intel/neural-chat-7b-v3-1,29.7398,50.5157,50.3038,50.3038,24
Intel/neural-chat-7b-v3-2,30.2375,50.3223,50.0608,50.0608,24
IntervitensInc/internlm2_5-20b-llamafied,63.4706,74.7847,74.8308,74.8308,24
Invalid-Null/PeiYangMe-0.5,1.47458,27.9077,27.5994,27.5994,24
Invalid-Null/PeiYangMe-0.7,3.6008,30.2753,29.8733,29.8733,24
Isaak-Carter/JOSIEv4o-8b-stage1-v4,25.7873,47.2497,47.0752,47.0752,24
Isaak-Carter/JOSIEv4o-8b-stage1-v4,25.9196,47.2497,47.0752,47.0752,24
Isaak-Carter/Josiefied-Qwen2.5-7B-Instruct-abliterated,34.9043,53.9638,53.7233,53.7233,24
Isaak-Carter/Josiefied-Qwen2.5-7B-Instruct-abliterated-v2,33.2945,53.1092,52.8554,52.8554,24
J-LAB/Thynk_orpo,22.0628,44.6311,44.3152,44.3152,24
JackFram/llama-160m,2.03361,28.8802,28.5714,28.5714,24
JackFram/llama-68m,2.59105,29.363,29.0054,29.0054,24
Jacoby746/Casual-Magnum-34B,43.0516,60.3205,60.0069,60.0069,24
Jacoby746/Inf-Silent-Kunoichi-v0.1-2x7B,32.387,51.8546,51.6924,51.6924,24
Jacoby746/Inf-Silent-Kunoichi-v0.2-2x7B,32.2592,52.0942,51.9528,51.9528,24
Jacoby746/Proto-Athena-4x7B,30.8708,51.0655,50.8939,50.8939,24
Jacoby746/Proto-Athena-v0.2-4x7B,30.3408,50.6773,50.4947,50.4947,24
Jacoby746/Proto-Harpy-Blazing-Light-v0.1-2x7B,32.6325,51.8685,51.623,51.623,24
Jacoby746/Proto-Harpy-Spark-v0.1-7B,26.9131,47.3577,47.0752,47.0752,24
JayHyeon/Qwen-0.5B-DPO-1epoch,5.54369,31.9075,31.8,31.8,24
JayHyeon/Qwen-0.5B-DPO-5epoch,5.05669,31.1211,31.0016,31.0016,24
JayHyeon/Qwen-0.5B-IRPO-1epoch,5.32435,31.6382,31.5744,31.5744,24
JayHyeon/Qwen-0.5B-IRPO-5epoch,5.71133,31.8917,31.7653,31.7653,24
JayHyeon/Qwen-0.5B-eDPO-1epoch,5.9184,31.8064,31.6959,31.6959,24
JayHyeon/Qwen-0.5B-eDPO-5epoch,5.19784,30.9649,30.9148,30.9148,24
JayHyeon/Qwen2.5-0.5B-Instruct-SFT,5.93242,32.537,32.3381,32.3381,24
JayHyeon/Qwen2.5-0.5B-Instruct-SFT-DPO-1epoch_v1,6.12607,32.6031,32.4423,32.4423,24
JayHyeon/Qwen2.5-0.5B-Instruct-SFT-IRPO-1epoch_v1,6.62237,33.0803,32.8762,32.8762,24
JayHyeon/Qwen2.5-0.5B-Instruct-SFT-MDPO-1epoch_v1,6.12999,32.6195,32.4423,32.4423,24
JayHyeon/Qwen2.5-0.5B-SFT,4.43448,31.2075,30.9842,30.9842,24
JayHyeon/Qwen2.5-0.5B-SFT-1e-4,4.33149,30.1709,30.0295,30.0295,24
JayHyeon/Qwen2.5-0.5B-SFT-1e-4-2ep,5.65088,31.7223,31.4876,31.4876,24
JayHyeon/Qwen2.5-0.5B-SFT-1e-4-3ep,4.79724,30.6426,30.4808,30.4808,24
JayHyeon/Qwen2.5-0.5B-SFT-1e-4-5ep,4.78424,31.0447,30.7412,30.7412,24
JayHyeon/Qwen2.5-0.5B-SFT-1e-5,4.21368,31.3986,31.0884,31.0884,24
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-2ep,5.6193,32.247,31.9736,31.9736,24
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-3ep,6.2463,32.4681,32.234,32.234,24
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-5ep,6.53761,32.5934,32.3555,32.3555,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-4,3.11459,29.3555,29.0748,29.0748,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-4-2ep,3.1995,29.8396,29.4914,29.4914,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-4-3ep,4.42092,31.0988,30.7933,30.7933,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-4-5ep,3.06933,29.3642,29.0575,29.0575,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5,4.98185,32.0397,31.6959,31.6959,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep,5.7648,32.172,31.9042,31.9042,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_3e-7-3ep_0alp_5lam,6.70248,31.6718,31.5049,31.5049,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-6-1ep_0alp_5lam,6.89211,32.6004,32.5638,32.5638,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-6-2ep_0alp_5lam,7.35141,32.6154,32.4944,32.4944,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-6-3ep_0alp_5lam,6.45378,31.9933,31.8348,31.8348,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-7-1ep_0alp_5lam,6.67626,31.816,31.6612,31.6612,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-7-2ep_0alp_5lam,6.44902,31.5408,31.314,31.314,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-7-3ep_0alp_5lam,6.90084,31.8972,31.7132,31.7132,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_1e-6-1ep_0alp_0lam,6.33023,31.6719,31.4529,31.4529,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_1e-6-2ep_0alp_0lam,6.63639,31.5953,31.3487,31.3487,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_1e-6-3ep_0alp_0lam,6.31731,31.4198,31.1751,31.1751,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_1e-7-2ep_0alp_0lam,6.43527,31.6697,31.557,31.557,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_1e-7-3ep_0alp_0lam,6.38535,31.732,31.6091,31.6091,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_2e-6-1ep_0alp_0lam,6.40274,31.9762,31.6785,31.6785,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_2e-6-2ep_0alp_0lam,6.90181,32.2627,31.991,31.991,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_2e-6-3ep_0alp_0lam,7.00268,32.2912,32.0257,32.0257,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_3e-6-1ep_0alp_0lam,6.62062,32.4537,32.234,32.234,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_3e-6-2ep_0alp_0lam,6.78045,32.2429,32.0257,32.0257,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_3e-6-3ep_0alp_0lam,7.00713,32.4771,32.2687,32.2687,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_3e-7-3ep_0alp_0lam,6.6719,31.806,31.6091,31.6091,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-6-1ep_0alp_0lam,6.42829,32.4218,32.2861,32.2861,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-6-2ep_0alp_0lam,6.99269,32.248,32.0778,32.0778,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-6-3ep_0alp_0lam,7.22113,32.652,32.4944,32.4944,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-7_1ep_0alp_0lam,6.53759,31.7691,31.5917,31.5917,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-7_2ep_0alp_0lam,6.56672,31.6045,31.4182,31.4182,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-7_3ep_0alp_0lam,6.93213,31.9354,31.7827,31.7827,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_7e-7_1ep_0alp_0lam,6.42629,31.7847,31.6091,31.6091,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_7e-7_2ep_0alp_0lam,6.478,31.729,31.4702,31.4702,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_7e-7_3ep_0alp_0lam,6.25192,31.4957,31.2272,31.2272,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_1e-7-1ep_1alp_0lam,6.71492,32.1103,31.9736,31.9736,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_1e-7-2ep_1alp_0lam,6.87555,31.9777,31.8348,31.8348,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_1e-7-3ep_1alp_0lam,7.08977,32.247,32.1125,32.1125,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_3e-7-3ep_1alp_0lam,6.70637,31.8513,31.6785,31.6785,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-6-1ep_1alp_0lam,6.38895,31.7947,31.7653,31.7653,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-6-2ep_1alp_0lam,7.48915,32.5971,32.4249,32.4249,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-6-3ep_1alp_0lam,8.34017,33.2046,33.1366,33.1366,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-7-1ep_1alp_0lam,6.56707,31.7854,31.6265,31.6265,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-7-2ep_1alp_0lam,6.65905,31.6782,31.5223,31.5223,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-7-3ep_1alp_0lam,6.80097,31.9068,31.748,31.748,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_0.5_1e-7-1ep_0alp_0lam,6.56084,31.7799,31.6612,31.6612,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_0.5_1e-7-2ep_0alp_0lam,6.52457,31.7839,31.6959,31.6959,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_0.5_1e-7-3ep_0alp_0lam,6.73919,31.9043,31.8,31.8,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_1e-6-3ep_0alp_0lam,6.42056,31.6473,31.3834,31.3834,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_1e-6_1ep_0alp_0lam,6.68746,32.0417,31.8,31.8,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_1e-6_2ep_0alp_0lam,6.5539,31.8571,31.5744,31.5744,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_2e-6-3ep_0alp_0lam,6.58334,32.0369,31.7827,31.7827,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_2e-6_1ep_0alp_0lam,6.56021,32.1285,31.8,31.8,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_2e-6_2ep_0alp_0lam,6.83075,31.8671,31.6265,31.6265,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-1ep_0alp_0lam,6.20497,32.1327,31.9736,31.9736,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-2ep_0alp_0lam,7.01968,32.3377,32.1125,32.1125,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-3ep_0alp_0lam,7.0604,32.5564,32.3555,32.3555,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-6-1ep_0alp_0lam,6.7156,32.521,32.4249,32.4249,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-6-2ep_0alp_0lam,6.98474,32.2448,32.0604,32.0604,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-6-3ep_0alp_0lam,7.36365,32.7803,32.5811,32.5811,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-7-3ep_0alp_0lam,6.72628,31.7521,31.5917,31.5917,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-7_1ep_0alp_0lam,6.70854,31.8909,31.7132,31.7132,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-7_2ep_0alp_0lam,6.25347,31.5878,31.3661,31.3661,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_7e-7-3ep_0alp_0lam,6.44372,31.562,31.314,31.314,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_7e-7_1ep_0alp_0lam,6.39987,31.7743,31.5744,31.5744,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_7e-7_2ep_0alp_0lam,6.48271,31.7234,31.4702,31.4702,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-3ep,6.08545,32.3954,32.1298,32.1298,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep,7.17976,33.0761,32.911,32.911,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam,6.75765,32.3809,32.1646,32.1646,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam_1ep,5.95999,31.7484,31.4876,31.4876,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam_2ep,6.11234,31.9907,31.7306,31.7306,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_7e-7_3ep_0alp_0lam,6.24027,32.1932,31.9215,31.9215,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_7e-7_3ep_0alp_0lam_1ep,6.29264,31.9095,31.6612,31.6612,24
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_7e-7_3ep_0alp_0lam_2ep,6.35741,32.1841,31.8868,31.8868,24
JayHyeon/Qwen2.5-0.5B-SFT-5e-5,4.74697,31.0938,30.8974,30.8974,24
JayHyeon/Qwen2.5-0.5B-SFT-5e-5-2ep,5.83263,31.7988,31.6091,31.6091,24
JayHyeon/Qwen2.5-0.5B-SFT-5e-5-3ep,7.66954,32.9748,32.7721,32.7721,24
JayHyeon/Qwen2.5-0.5B-SFT-5e-5-5ep,7.19129,32.7598,32.5291,32.5291,24
JayHyeon/Qwen2.5-0.5B-SFT-7e-5,6.35784,31.5818,31.4008,31.4008,24
JayHyeon/Qwen2.5-0.5B-SFT-7e-5-2ep,5.46361,31.0041,30.8801,30.8801,24
JayHyeon/Qwen2.5-0.5B-SFT-7e-5-3ep,5.98402,31.9931,31.7306,31.7306,24
JayHyeon/Qwen2.5-0.5B-SFT-7e-5-5ep,5.34366,32.003,31.8521,31.8521,24
JayHyeon/Qwen2.5-0.5B-SFT-DPO-1epoch_v1,6.13657,32.6814,32.4423,32.4423,24
JayHyeon/Qwen2.5-0.5B-SFT-MDPO-1epoch_v1,6.52472,32.9258,32.7027,32.7027,24
JayHyeon/Qwen_0.5-DPOP_1e-6-3ep_0alp_5lam,6.141,31.4043,31.2619,31.2619,24
JayHyeon/Qwen_0.5-DPOP_1e-7-3ep_0alp_5lam,6.64211,31.8858,31.748,31.748,24
JayHyeon/Qwen_0.5-DPOP_3e-6-1ep_0alp_5lam,6.94381,32.6081,32.4596,32.4596,24
JayHyeon/Qwen_0.5-DPOP_3e-6-2ep_0alp_5lam,7.14986,32.1847,32.0257,32.0257,24
JayHyeon/Qwen_0.5-DPOP_3e-6-3ep_0alp_5lam,6.96902,32.2443,32.043,32.043,24
JayHyeon/Qwen_0.5-DPOP_3e-7-1ep_0alp_5lam,6.62932,31.8143,31.6612,31.6612,24
JayHyeon/Qwen_0.5-DPOP_3e-7-2ep_0alp_5lam,6.68242,31.9406,31.7306,31.7306,24
