Model,BBH,bbh_macro,bbh_weighted,bbh_group,n_subtasks
Minami-su/Amara-o2-7B-Qwen,31.7981,51.7343,51.3453,51.3453,24
Minami-su/test-7B-00,21.49,44.6612,44.2631,44.2631,24
Minami-su/test-7B-01,20.8245,44.2236,43.7945,43.7945,24
Minami-su/test-v2-7B-00,21.1908,44.1599,43.8118,43.8118,24
ModelCloud/Llama-3.2-1B-Instruct-gptqmodel-4bit-vortex-v1,5.85917,32.5273,32.1819,32.1819,24
ModelSpace/GemmaX2-28-9B-v0.1,11.7077,36.8723,36.5909,36.5909,24
NAPS-ai/naps-gemma-2-27b-v-0.1.0,2.34704,29.1178,28.7624,28.7624,24
NAPS-ai/naps-gemma-2-27b-v0.1.0,2.34704,29.1178,28.7624,28.7624,24
NAPS-ai/naps-llama-3_1-instruct-v0.5.0,18.1101,41.4758,41.3123,41.3123,24
NCSOFT/Llama-VARCO-8B-Instruct,29.1771,50.2288,49.9913,49.9913,24
Naveenpoliasetty/llama3-8B-V2,30.8732,51.8866,51.7271,51.7271,24
NbAiLab/nb-llama-3.1-8B-Instruct,5.44886,32.4666,32.234,32.234,24
Nekochu/Llama-3.1-8B-German-ORPO,29.4193,49.8258,49.6615,49.6615,24
Nexesenex/Llama_3.1_8b_DeepDive_3_R1_Prev_v1.0,30.7328,51.2036,51.0849,51.0849,24
Nexesenex/Llama_3.1_8b_DobHerWild_R1_v1.1R,32.8258,52.5696,52.4041,52.4041,24
Nexesenex/Llama_3.1_8b_DoberWild_v2.02,33.3533,53.1274,52.9769,52.9769,24
Nexesenex/Llama_3.1_8b_DodoWild_v2.01,32.1109,52.5276,52.4215,52.4215,24
Nexesenex/Llama_3.1_8b_DodoWild_v2.02,32.3192,52.6174,52.4909,52.4909,24
Nexesenex/Llama_3.1_8b_DodoWild_v2.03,33.023,53.0825,52.9248,52.9248,24
Nexesenex/Llama_3.1_8b_Dolermed_R1_V1.01,33.2879,53.1239,53.0637,53.0637,24
Nexesenex/Llama_3.1_8b_Dolermed_V1.01,31.7058,51.9362,51.7445,51.7445,24
Nexesenex/Llama_3.1_8b_Dolerstormed_V1.04,31.6412,51.9518,51.8313,51.8313,24
Nexesenex/Llama_3.1_8b_Hermedive_R1_V1.01,31.13,51.7086,51.5362,51.5362,24
Nexesenex/Llama_3.1_8b_Mediver_V1.01,20.4415,44.1483,43.8118,43.8118,24
Nexesenex/Llama_3.1_8b_Smarteaz_0.2_R1,30.6976,51.125,50.946,50.946,24
Nexesenex/Llama_3.1_8b_Smarteaz_V1.01,32.2755,52.4127,52.2826,52.2826,24
Nexesenex/Llama_3.2_1b_AquaSyn_0.1,6.21257,32.8436,32.6506,32.6506,24
Nexesenex/Llama_3.2_1b_Odyssea_V1,2.6467,30.0972,29.7518,29.7518,24
Nexesenex/Llama_3.2_1b_Odyssea_V1.01,2.8484,30.4465,30.1163,30.1163,24
Nexesenex/Llama_3.2_1b_SunOrca_V1,7.85268,34.3064,34.0219,34.0219,24
Nexesenex/Llama_3.2_1b_Sydonia_0.1,4.74244,31.2109,30.9495,30.9495,24
Nexesenex/Llama_3.2_3b_Kermes_v2,22.0499,44.5545,44.3847,44.3847,24
NikolaSigmoid/AceMath-1.5B-Instruct-dolphin-r1-200,1.5863,28.148,27.7035,27.7035,24
NikolaSigmoid/DeepSeek-R1-Distill-Qwen-1.5B-500,0.357981,26.016,25.7421,25.7421,24
NikolaSigmoid/phi-4-14b,52.5007,66.95,66.794,66.794,24
NotASI/FineTome-Llama3.2-3B-1002,19.5201,43.1947,43.1522,43.1522,24
NotASI/FineTome-v1.5-Llama3.2-1B-1007,5.80172,32.4057,32.1298,32.1298,24
NotASI/FineTome-v1.5-Llama3.2-3B-1007,19.4572,43.1237,43.0654,43.0654,24
NousResearch/DeepHermes-3-Mistral-24B-Preview,48.9634,64.882,64.9714,64.9714,24
NousResearch/Hermes-2-Pro-Llama-3-8B,30.668,50.7113,50.2864,50.2864,24
NousResearch/Hermes-2-Pro-Mistral-7B,29.4276,49.9544,49.6789,49.6789,24
NousResearch/Hermes-3-Llama-3.1-70B,53.7654,67.5578,67.3841,67.3841,24
NousResearch/Nous-Hermes-2-Mistral-7B-DPO,27.7925,48.5265,48.2729,48.2729,24
NousResearch/Yarn-Llama-2-13b-128k,13.5053,38.2682,38.1184,38.1184,24
Open-Orca/Mistral-7B-OpenOrca,25.84,47.6817,47.6653,47.6653,24
OpenBuddy/openbuddy-llama3-70b-v21.2-32k,49.9694,65.0744,64.9714,64.9714,24
OpenBuddy/openbuddy-llama3-8b-v21.1-8k,26.115,47.875,47.5959,47.5959,24
OpenBuddy/openbuddy-llama3.1-70b-v22.1-131k,51.9408,66.9849,66.9849,66.9849,24
OpenBuddy/openbuddy-llama3.1-8b-v22.3-131k,30.3195,50.6591,50.3906,50.3906,24
OpenBuddy/openbuddy-yi1.5-34b-v21.3-32k,45.6371,61.6257,61.3435,61.3435,24
OpenLeecher/llama3-8b-lima,19.5731,42.9583,42.6315,42.6315,24
OpenScholar/Llama-3.1_OpenScholar-8B,32.4039,52.0774,51.866,51.866,24
Orenguteng/Llama-3.1-8B-Lexi-Uncensored-V2,29.687,50.8401,50.7204,50.7204,24
Orion-zhen/phi-4-abliterated,52.4571,66.9824,66.8113,66.8113,24
PJMixers/LLaMa-3-CursedStock-v2.0-8B,32.5636,52.7116,52.5777,52.5777,24
PJMixers-Dev/LLaMa-3.1-Instruct-Interleaved-Zeroed-13B,29.8928,50.7327,50.6162,50.6162,24
PJMixers-Dev/LLaMa-3.1-RomboTiesTest-8B,29.8928,50.7327,50.6162,50.6162,24
PJMixers-Dev/LLaMa-3.1-RomboTiesTest2-8B,29.8928,50.7327,50.6162,50.6162,24
PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.2-SFT-3B,23.3412,45.815,45.808,45.808,24
PJMixers-Dev/LLaMa-3.2-Instruct-JankMixBread-v0.1-3B,22.7596,44.8316,44.7145,44.7145,24
Quazim0t0/Lo-Phi-14b,54.706,68.5193,68.2868,68.2868,24
Quazim0t0/Phi4.Turn.R1Distill.16bit,50.4692,65.6334,65.4053,65.4053,24
Quazim0t0/Phi4Basis-14B-sce,55.6652,69.0907,68.8943,68.8943,24
Quazim0t0/graphite-14b-sce,51.5092,66.3142,66.0996,66.0996,24
Qwen/QwQ-32B-Preview,53.3877,66.9138,66.6377,66.6377,24
Qwen/Qwen1.5-0.5B,5.03548,31.5354,31.314,31.314,24
Qwen/Qwen1.5-1.8B,9.7599,34.7612,34.4905,34.4905,24
Qwen/Qwen1.5-110B,44.2805,60.9996,60.7013,60.7013,24
Qwen/Qwen1.5-14B-Chat,32.7565,52.2859,51.8486,51.8486,24
Qwen/Qwen1.5-32B,38.9804,57.1539,56.8651,56.8651,24
Qwen/Qwen1.5-32B-Chat,44.5549,60.669,60.3715,60.3715,24
Qwen/Qwen1.5-4B-Chat,16.2971,40.0555,39.7327,39.7327,24
Qwen/Qwen1.5-MoE-A2.7B,18.8379,41.1352,40.7915,40.7915,24
Qwen/Qwen2-0.5B-Instruct,5.87604,31.7252,31.6959,31.6959,24
Qwen/Qwen2-1.5B-Instruct,13.6953,38.5223,38.2399,38.2399,24
Qwen/Qwen2-57B-A14B,38.876,56.182,55.8931,55.8931,24
Qwen/Qwen2-7B,34.7111,53.1532,52.8728,52.8728,24
Qwen/Qwen2-7B-Instruct,37.8084,55.4478,55.0772,55.0772,24
Qwen/Qwen2-Math-72B-Instruct,47.9602,63.4338,63.2008,63.2008,24
Qwen/Qwen2-VL-72B-Instruct,56.3112,69.4629,69.1547,69.1547,24
Qwen/Qwen2-VL-7B-Instruct,35.8771,54.6451,54.3656,54.3656,24
Qwen/Qwen2.5-1.5B-Instruct,19.8098,42.8898,42.4753,42.4753,24
Qwen/Qwen2.5-14B-Instruct,48.3607,63.9045,63.7389,63.7389,24
Qwen/Qwen2.5-32B-Instruct,56.4893,69.1253,68.7381,68.7381,24
Qwen/Qwen2.5-3B-Instruct,25.8014,46.9277,46.5544,46.5544,24
Qwen/Qwen2.5-72B,54.6151,67.9732,67.8181,67.8181,24
Qwen/Qwen2.5-7B-Instruct,34.8921,53.9633,53.6886,53.6886,24
Qwen/Qwen2.5-Math-72B-Instruct,48.9661,64.5227,64.3638,64.3638,24
Qwen/Qwen2.5-Math-7B,22.0088,44.5464,44.3152,44.3152,24
RESMPDEV/Qwen2-Wukong-0.5B,4.19666,30.8451,30.6023,30.6023,24
RLHFlow/ArmoRM-Llama3-8B-v0.1,1.74945,28.7647,28.3458,28.3458,24
Replete-AI/Llama3-8B-Instruct-Replete-Adapted,26.889,48.7026,48.4117,48.4117,24
Rombo-Org/Rombo-LLM-V2.5-Qwen-7b,34.9073,53.9975,53.7407,53.7407,24
SaisExperiments/Gemma-2-2B-Stheno-Filtered,17.4789,41.4923,41.3296,41.3296,24
SaisExperiments/RightSheep-Llama3.2-3B,18.6433,42.4078,42.3711,42.3711,24
Sakalti/Llama3.2-3B-Uranus-1,21.4164,44.3683,44.2631,44.2631,24
Sakalti/Phi3.5-Comets-3.8B,6.53359,33.3512,33.0151,33.0151,24
Sakalti/Qwen2.5-1B-Instruct,3.43704,30.2715,30.0816,30.0816,24
SentientAGI/Dobby-Mini-Leashed-Llama-3.1-8B,30.773,51.3805,51.1022,51.1022,24
SentientAGI/Dobby-Mini-Unhinged-Llama-3.1-8B,30.3699,51.4244,51.1717,51.1717,24
Sicarius-Prototyping/Brainy_LLAMA,30.295,51.1713,50.946,50.946,24
SicariusSicariiStuff/LLAMA-3_8B_Unaligned_BETA,24.998,47.1723,46.9537,46.9537,24
SicariusSicariiStuff/Phi-Line_14B,43.7941,61.5443,61.2914,61.2914,24
SicariusSicariiStuff/Qwen2.5-14B_Uncensored,46.7202,63.0894,62.819,62.819,24
SicariusSicariiStuff/Qwen2.5-14B_Uncensored_Instruct,42.1131,59.3679,59.2258,59.2258,24
SkyOrbis/SKY-Ko-Llama3.2-1B-lora-epoch5,8.13212,34.0602,33.9004,33.9004,24
SkyOrbis/SKY-Ko-Llama3.2-1B-lora-v2-epoch3,8.13212,34.0602,33.9004,33.9004,24
SkyOrbis/SKY-Ko-Llama3.2-3B-lora-epoch1,20.8061,43.9963,43.8986,43.8986,24
SkyOrbis/SKY-Ko-Qwen2.5-3B-Instruct,19.1507,42.6482,42.5968,42.5968,24
SkyOrbis/SKY-Ko-Qwen2.5-7B-Instruct-SFT-step-15000,31.3276,50.7796,50.4253,50.4253,24
SkyOrbis/SKY-Ko-Qwen2.5-7B-Instruct-SFT-step-5000,34.9514,53.8986,53.4282,53.4282,24
Sorawiz/Gemma-9B-Base,41.2814,59.3041,59.1911,59.1911,24
Sorawiz/Gemma-Creative-9B-Base,34.6224,54.5861,54.4003,54.4003,24
Sourjayon/DeepSeek-R1-ForumNXT,6.95754,33.102,32.9977,32.9977,24
Supichi/BBAI_135_Gemma,10.858,35.6841,35.4973,35.4973,24
Syed-Hasan-8503/Phi-3-mini-4K-instruct-cpo-simpo,39.1482,56.8153,56.4659,56.4659,24
T145/Meta-Llama-3.1-8B-Instruct-TIES,29.7743,50.7011,50.5815,50.5815,24
T145/qwen-2.5-3B-merge-test,27.8893,48.4249,48.0299,48.0299,24
TIGER-Lab/AceCoder-Qwen2.5-Coder-7B-Base-Rule,29.4054,49.0238,48.7242,48.7242,24
TIGER-Lab/Qwen2.5-Math-7B-CFT,24.5851,46.3694,46.1552,46.1552,24
TTTXXX01/Mistral-7B-Base-SimPO2-5e-7,20.6926,43.1955,43.0134,43.0134,24
Tarek07/Thalassic-Alpha-LLaMa-70B,55.9541,69.4041,69.2762,69.2762,24
Telugu-LLM-Labs/Indic-gemma-2b-finetuned-sft-Navarasa-2.0,6.02105,32.4088,32.1819,32.1819,24
Telugu-LLM-Labs/Indic-gemma-7b-finetuned-sft-Navarasa-2.0,16.2632,40.2299,40.0278,40.0278,24
TheDrummer/Gemmasutra-9B-v1,41.2004,58.8691,58.7398,58.7398,24
TheDrummer/Tiger-Gemma-9B-v2,35.4695,56.1719,56.1361,56.1361,24
TheTsar1209/qwen-carpmuscle-r-v0.3,46.3759,62.2712,61.8816,61.8816,24
TheTsar1209/qwen-carpmuscle-v0.1,48.8256,64.343,64.0687,64.0687,24
TinyLlama/TinyLlama-1.1B-Chat-v0.1,3.36301,30.8353,30.5503,30.5503,24
TinyLlama/TinyLlama-1.1B-Chat-v1.0,4.0134,31.0356,30.6023,30.6023,24
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,3.54709,30.7119,30.2899,30.2899,24
Triangle104/DS-Distilled-Hermes-Llama-3.1,30.3125,51.1701,51.1022,51.1022,24
Triangle104/DSR1-Distill-Llama-Lit-8B,19.2252,42.8406,42.753,42.753,24
Triangle104/DSR1-Distill-Qwen-7B-RP,19.8533,43.2649,42.9092,42.9092,24
Triangle104/Dolphin3-Llama3.2-Smart,15.3497,39.7508,39.455,39.455,24
Triangle104/Llama3.1-Allades-Lit-8b,17.4469,41.833,41.6421,41.6421,24
Triangle104/Mistral-Small-24b-Harmony,48.4212,64.3373,64.225,64.225,24
Triangle104/Phi-4-AbliteratedRP,52.641,67.0878,66.9849,66.9849,24
Triangle104/Phi4-RP-o1,51.5939,66.5256,66.3774,66.3774,24
Triangle104/Phi4-RP-o1-Ablit,51.2218,66.2983,66.117,66.117,24
Triangle104/Porpoise-R1-Llama3.2-3b,12.9266,38.2368,37.9274,37.9274,24
Triangle104/RomboHermes3-R1-Llama3.2-3b,19.0927,42.6395,42.6662,42.6662,24
UCLA-AGI/Gemma-2-9B-It-SPPO-Iter2,42.1698,59.8988,59.7639,59.7639,24
UCLA-AGI/Gemma-2-9B-It-SPPO-Iter3,42.5368,60.0708,59.9202,59.9202,24
UCLA-AGI/Llama-3-Instruct-8B-SPPO-Iter3,29.7397,50.7958,50.6336,50.6336,24
UCLA-AGI/Llama-3-Instruct-8B-SPPO-Iter3,29.7167,50.7958,50.6336,50.6336,24
UCLA-AGI/Mistral7B-PairRM-SPPO,22.0847,44.3898,44.1243,44.1243,24
UCLA-AGI/Mistral7B-PairRM-SPPO-Iter2,22.4799,44.6572,44.5582,44.5582,24
UCLA-AGI/Mistral7B-PairRM-SPPO-Iter3,21.8175,43.9659,43.8292,43.8292,24
UKzExecution/LlamaExecutor-8B-3.0.5,28.4138,50.06,49.9219,49.9219,24
VAGOsolutions/Llama-3-SauerkrautLM-70b-Instruct,52.0296,66.6325,66.3947,66.3947,24
VAGOsolutions/Llama-3-SauerkrautLM-8b-Instruct,28.0492,49.4338,49.2623,49.2623,24
VAGOsolutions/Llama-3.1-SauerkrautLM-8b-Instruct,30.9994,51.1493,50.8072,50.8072,24
VAGOsolutions/SauerkrautLM-Gemma-2b,9.13387,34.1632,33.9872,33.9872,24
VAGOsolutions/SauerkrautLM-gemma-2-9b-it,43.25,60.7265,60.7186,60.7186,24
VIRNECT/llama-3-Korean-8B-r-v-0.1,25.885,48.0616,47.8736,47.8736,24
ValiantLabs/Llama3.1-70B-ShiningValiant2,52.391,67.3841,67.2973,67.2973,24
ValiantLabs/Llama3.1-8B-Fireplace2,24.0703,46.0982,45.8254,45.8254,24
ValiantLabs/Llama3.1-8B-Fireplace2,24.09,46.0982,45.8254,45.8254,24
ValiantLabs/Llama3.2-3B-Esper2,13.8517,38.0826,38.1184,38.1184,24
Weyaxi/Einstein-v6.1-Llama3-8B,29.3838,50.083,49.8004,49.8004,24
Weyaxi/Einstein-v6.1-developed-by-Weyaxi-Llama3-8B,29.6944,50.4384,50.1823,50.1823,24
Weyaxi/Einstein-v7-Qwen2-7B,32.8418,51.6147,51.137,51.137,24
Xiaojian9992024/Llama3.2-1B-THREADRIPPER,9.11553,35.4375,35.2369,35.2369,24
Xiaojian9992024/Llama3.2-1B-THREADRIPPER-v0.2,8.32966,35.2782,34.9592,34.9592,24
Xiaojian9992024/Qwen2.5-THREADRIPPER-Medium-Censored,49.1123,64.3145,64.1208,64.1208,24
Xiaojian9992024/Qwen2.5-Ultra-1.5B-25.02-Exp,17.0264,40.6558,40.3229,40.3229,24
YOYO-AI/Qwen2.5-14B-YOYO-0505,50.3591,65.3924,65.1276,65.1276,24
YOYO-AI/Qwen2.5-14B-YOYO-0805,50.3591,65.3924,65.1276,65.1276,24
YOYO-AI/Qwen2.5-14B-YOYO-1010,50.2677,65.3997,65.1623,65.1623,24
YOYO-AI/Qwen2.5-14B-YOYO-1010,48.6903,65.3997,65.1623,65.1623,24
YOYO-AI/Qwen2.5-14B-YOYO-SCE,49.4649,64.8949,64.6763,64.6763,24
YOYO-AI/Qwen2.5-14B-YOYO-V4,49.6724,64.9035,64.7457,64.7457,24
YOYO-AI/Qwen2.5-14B-YOYO-V4-p2,47.0269,63.3892,63.2876,63.2876,24
YOYO-AI/Qwen2.5-14B-YOYO-latest,52.0354,66.5623,66.4294,66.4294,24
YOYO-AI/Qwen2.5-14B-YOYO-latest-V2,47.2989,62.9902,62.7148,62.7148,24
YOYO-AI/Qwen2.5-7B-it-restore,35.0843,54.0652,53.8101,53.8101,24
YOYO-AI/ZYH-LLM-Qwen2.5-14B,52.0427,66.4446,66.2559,66.2559,24
YOYO-AI/ZYH-LLM-Qwen2.5-14B-V2,49.0886,64.5208,64.2944,64.2944,24
Youlln/ECE-Qwen0.5B-FT-V2,7.63215,32.8971,32.7027,32.7027,24
Yuma42/Llama3.1-IgneousIguana-8B,31.9859,51.9051,51.6924,51.6924,24
ZeroXClem/Llama-3.1-8B-AthenaSky-MegaMix,31.3853,51.6342,51.5709,51.5709,24
ZeroXClem/Llama-3.1-8B-SuperNova-EtherealHermes,32.0713,52.4446,52.2999,52.2999,24
ZeroXClem/Qwen-2.5-Aether-SlerpFusion-7B,36.0112,54.6224,54.3308,54.3308,24
ZeroXClem/Qwen2.5-7B-HomerAnvita-NerdMix,36.5792,55.4132,55.164,55.164,24
abacusai/Liberated-Qwen1.5-14B,28.0209,49.48,49.2623,49.2623,24
abacusai/bigyi-15b,19.9402,43.453,43.3258,43.3258,24
abideen/MedPhi-4-14B-v1,55.579,68.9678,68.7728,68.7728,24
agentlans/Llama3.1-8B-drill,28.7917,50.1568,50.0608,50.0608,24
agentlans/Llama3.1-Daredevilish,29.2027,50.1251,49.9045,49.9045,24
agentlans/Qwen2.5-0.5B-Instruct-CrashCourse-dropout,7.22787,33.1173,32.9283,32.9283,24
akhadangi/Llama3.2.1B.0.01-First,4.76623,31.8919,31.6091,31.6091,24
akhadangi/Llama3.2.1B.0.1-First,4.177,31.1962,30.9495,30.9495,24
akhadangi/Llama3.2.1B.BaseFiT,4.54834,31.7452,31.557,31.557,24
allenai/Llama-3.1-Tulu-3-70B,45.3656,61.6363,61.2914,61.2914,24
allenai/Llama-3.1-Tulu-3-70B,45.2595,61.6363,61.2914,61.2914,24
allenai/Llama-3.1-Tulu-3-8B-DPO,17.426,40.7943,40.4791,40.4791,24
allenai/Llama-3.1-Tulu-3-8B-RM,2.64967,29.5004,29.2658,29.2658,24
allenai/Llama-3.1-Tulu-3-8B-SFT,13.9312,38.7186,38.344,38.344,24
allknowingroger/Gemma2Slerp1-2.6B,19.7703,43.4309,43.2217,43.2217,24
allknowingroger/Gemma2Slerp1-27B,48.3777,63.989,63.7042,63.7042,24
allknowingroger/Gemma2Slerp2-27B,51.0902,65.5727,65.2838,65.2838,24
allknowingroger/Gemma2Slerp4-27B,50.7738,65.2958,65.0061,65.0061,24
allknowingroger/GemmaSlerp5-10B,43.5385,60.5448,60.493,60.493,24
allknowingroger/GemmaStock1-27B,50.9901,65.6561,65.3706,65.3706,24
allknowingroger/Llama3.1-60B,7.78428,32.4176,32.1125,32.1125,24
allknowingroger/MistralPhi3-11B,46.1646,62.3431,62.1767,62.1767,24
allknowingroger/Mistralmash2-7B-s,33.2984,53.0486,52.8728,52.8728,24
allknowingroger/Phi3mash1-17B-pass,45.2504,61.2888,61.1005,61.1005,24
allknowingroger/Qwen2.5-42B-AGI,2.23589,29.421,29.0575,29.0575,24
allknowingroger/Qwen2.5-7B-task3,34.386,53.9762,53.6192,53.6192,24
allknowingroger/Qwen2.5-7B-task4,37.0253,55.8345,55.5286,55.5286,24
allknowingroger/QwenSlerp12-7B,36.4113,55.5645,55.3376,55.3376,24
allknowingroger/QwenSlerp4-14B,49.3812,64.8325,64.6416,64.6416,24
allknowingroger/QwenSlerp6-14B,47.5883,63.8445,63.7216,63.7216,24
allknowingroger/QwenStock1-14B,50.0763,65.2849,65.1102,65.1102,24
allknowingroger/QwenStock2-14B,50.5983,65.6885,65.4747,65.4747,24
allknowingroger/Qwenslerp3-14B,49.8098,65.2084,64.9887,64.9887,24
allknowingroger/Qwenslerp3-7B,37.154,55.8016,55.5112,55.5112,24
allknowingroger/ROGERphi-7B-slerp,32.819,51.9558,51.5883,51.5883,24
allknowingroger/Rombos-LLM-V2.5-Qwen-42b,2.60764,29.6916,29.2831,29.2831,24
allknowingroger/Yi-1.5-34B,1.33904,28.2725,27.9813,27.9813,24
allknowingroger/Yislerp-34B,45.9817,61.5872,61.3609,61.3609,24
allknowingroger/Yislerp2-34B,47.2023,62.4577,62.2809,62.2809,24
allura-org/Mistral-Small-24b-Sertraline-0304,49.2815,65.2491,65.1276,65.1276,24
amazon/MegaBeam-Mistral-7B-300k,19.2918,42.2773,42.1281,42.1281,24
anakin87/gemma-2b-orpo,7.94945,34.2617,33.9524,33.9524,24
arcee-ai/Llama-3.1-SuperNova-Lite,31.5723,51.5199,51.137,51.137,24
asharsha30/LLAMA_Harsha_8_B_ORDP_10k,25.7257,46.6871,46.6759,46.6759,24
awnr/Mistral-7B-v0.1-signtensors-1-over-4,9.22769,29.1178,28.7624,28.7624,24
axolotl-ai-co/romulus-mistral-nemo-12b-simpo,34.6424,53.9506,53.6018,53.6018,24
bigscience/bloom-1b1,4.04271,31.0728,30.8106,30.8106,24
bosonai/Higgs-Llama-3-70B,45.8974,62.5766,62.2809,62.2809,24
braindao/DeepSeek-R1-Distill-Qwen-1.5B-Blunt,1.10236,27.7437,27.4432,27.4432,24
braindao/DeepSeek-R1-Distill-Qwen-14B-Blunt,6.12685,32.829,32.3555,32.3555,24
braindao/DeepSeek-R1-Distill-Qwen-14B-Blunt-Uncensored,4.60719,31.7034,31.4182,31.4182,24
braindao/DeepSeek-R1-Distill-Qwen-14B-Blunt-Uncensored-Blunt,5.06757,31.9858,31.3661,31.3661,24
braindao/DeepSeek-R1-Distill-Qwen-7B-Reflective,2.0813,29.0678,28.7103,28.7103,24
braindao/Qwen2.5-14B,41.2635,58.5266,58.3058,58.3058,24
bunnycore/FuseCyberMix-Qwen-2.5-7B-Instruct,36.3686,55.1797,54.8863,54.8863,24
bunnycore/Gemma2-9B-TitanFusion,39.0506,57.1203,57.0561,57.0561,24
bunnycore/HyperLlama-3.1-8B,29.8067,51.0339,50.8939,50.8939,24
bunnycore/Llama-3.1-8B-TitanFusion-v3,32.0729,52.6211,52.4562,52.4562,24
bunnycore/Llama-3.2-3B-Deep-Test,2.57232,29.5026,29.0401,29.0401,24
bunnycore/Llama-3.2-3B-Deep-Test,22.9144,29.5026,29.0401,29.0401,24
bunnycore/Llama-3.2-3B-Della,11.4675,36.8349,36.5388,36.5388,24
bunnycore/Llama-3.2-3B-Long-Think,24.2268,46.1039,45.9642,45.9642,24
bunnycore/Llama-3.2-3B-Mix-Skill,23.7842,45.8184,45.6692,45.6692,24
bunnycore/Llama-3.2-3B-ProdigyPlus,20.623,43.9228,43.8639,43.8639,24
bunnycore/Llama-3.2-3B-ToxicKod,22.9833,45.2543,45.079,45.079,24
bunnycore/Phi-3.5-mini-TitanFusion-0.1,35.4462,53.7373,53.4803,53.4803,24
bunnycore/Phi-4-Model-Stock-v4,55.9017,69.243,69.0158,69.0158,24
bunnycore/Phi-4-RP-v0,54.845,68.5634,68.3215,68.3215,24
bunnycore/Phi-4-RR-Shoup,56.1084,69.4703,69.2588,69.2588,24
bunnycore/Phi-4-ReasoningRP,55.8845,69.2219,68.9984,68.9984,24
bunnycore/Phi-4-Sce-exp-v0.1,56.075,69.4318,69.2241,69.2241,24
bunnycore/Phi-4-Stock-Ex,55.2036,68.6446,68.4083,68.4083,24
bunnycore/Phi-4-Stock-RP,55.2059,68.5963,68.3909,68.3909,24
bunnycore/Phi-4-Trim-Exp1,1.40662,28.5166,28.3111,28.3111,24
bunnycore/Qwen-2.5-7B-Deep-Stock-v1,34.0799,53.6134,53.4109,53.4109,24
bunnycore/Qwen-2.5-7B-Deep-Stock-v5,24.9904,46.7246,46.4503,46.4503,24
bunnycore/Qwen-2.5-7B-Exp-Sce,36.239,55.0587,54.7127,54.7127,24
bunnycore/Qwen-2.5-7b-S1k,36.6942,55.6275,55.355,55.355,24
bunnycore/Qwen2.5-1.5B-Model-Stock,1.43021,28.737,28.4152,28.4152,24
bunnycore/Qwen2.5-3B-Model-Stock-v2,25.6485,46.7748,46.3982,46.3982,24
bunnycore/Qwen2.5-3B-Model-Stock-v3.2,26.3269,47.2742,46.8842,46.8842,24
bunnycore/Qwen2.5-3B-Model-Stock-v4.1,27.4,48.2026,47.8389,47.8389,24
bunnycore/Qwen2.5-3B-RP-Mix,28.3059,48.9438,48.6895,48.6895,24
bunnycore/Qwen2.5-7B-Instruct-Fusion,36.1799,54.919,54.6086,54.6086,24
bunnycore/Qwen2.5-7B-MixStock-Sce-V0.3,9.50734,34.7901,34.6641,34.6641,24
bunnycore/Qwen2.5-7B-MixStock-V0.1,35.8693,54.791,54.4524,54.4524,24
bunnycore/Qwen2.5-7B-R1-Bespoke-Stock,26.6387,48.2214,48.0299,48.0299,24
bunnycore/Qwen2.5-7B-R1-Bespoke-Task,17.9069,41.4955,41.2255,41.2255,24
bunnycore/Qwen2.5-7B-Sky-R1-Mini,8.89517,35.0294,34.7509,34.7509,24
bunnycore/Smol-Llama-3.2-3B,23.0408,45.3881,45.2873,45.2873,24
byroneverson/Mistral-Small-Instruct-2409-abliterated,31.2557,52.3786,51.7098,51.7098,24
byroneverson/Yi-1.5-9B-Chat-abliterated,34.3522,54.0122,53.706,53.706,24
carsenk/phi3.5_mini_exp_825_uncensored,1.82781,29.6473,29.2831,29.2831,24
cat-searcher/gemma-2-9b-it-sppo-iter-1,41.6763,59.7187,59.5903,59.5903,24
cckm/tinymistral_950m,2.37179,29.6946,29.474,29.474,24
chujiezheng/Mistral7B-PairRM-SPPO-ExPO,13.6786,38.8219,38.6218,38.6218,24
cloudyu/Llama-3-70Bx2-MOE,51.4221,66.3623,66.2038,66.2038,24
cognitivecomputations/Dolphin3.0-Qwen2.5-0.5B,5.09693,31.1422,31.071,31.071,24
cognitivecomputations/Dolphin3.0-R1-Mistral-24B,33.7637,53.597,53.4456,53.4456,24
cognitivecomputations/dolphin-2.9-llama3-8b,27.8589,49.4992,49.4011,49.4011,24
cognitivecomputations/dolphin-2.9.1-llama-3-70b,31.1012,52.0492,51.7445,51.7445,24
cognitivecomputations/dolphin-2.9.1-yi-1.5-9b,35.7761,54.8431,54.6606,54.6606,24
cognitivecomputations/dolphin-2.9.3-mistral-7B-32k,26.9064,48.1254,47.8389,47.8389,24
cognitivecomputations/dolphin-2.9.4-gemma2-2b,17.3676,40.8132,40.4964,40.4964,24
cognitivecomputations/dolphin-2.9.4-llama3.1-8b,8.97209,35.2196,34.9592,34.9592,24
cstr/llama3.1-8b-spaetzle-v90,32.7637,53.0286,52.9075,52.9075,24
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,5.32525,32.3935,32.1125,32.1125,24
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,4.72912,32.4099,32.1298,32.1298,24
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,7.8827,34.4257,34.1087,34.1087,24
