domain_up,domain_down,delta,Q_before,Q_after,dQ,h1,h2,dh_over_h,loss_h1_equiv,loss_with_h2,dLoss,functional,omega
ubuntu_irc,stackexchange,0.05,0.41663254110330095,0.4097801753790527,-0.006852365724248244,1.0,0.1353352832366127,-0.8646647167633873,2.3489103009426024,2.5778346271886234,0.228924326246021,quality_linear,1.0
ubuntu_irc,pile_cc,0.05,0.41663254110330095,0.41846570043883785,0.0018331593355369047,1.0,7.38905609893065,6.38905609893065,2.3489103009426024,2.2181147742582783,-0.13079552668432415,quality_linear,1.0
ubuntu_irc,pubmed_abstracts,0.05,0.41663254110330095,0.41663254110330095,0.0,1.0,1.0,0.0,2.3489103009426024,2.3489103009426024,0.0,quality_linear,1.0
ubuntu_irc,uspto_backgrounds,0.05,0.41663254110330095,0.41663254110330095,0.0,1.0,1.0,0.0,2.3489103009426024,2.3489103009426024,0.0,quality_linear,1.0
europarl,arxiv,0.05,0.41663254110330095,0.4116148576053034,-0.005017683497997527,1.0,0.1353352832366127,-0.8646647167633873,2.3489103009426024,2.5778346271886234,0.228924326246021,quality_linear,1.0
europarl,freelaw,0.05,0.41663254110330095,0.41663254110330095,0.0,1.0,1.0,0.0,2.3489103009426024,2.3489103009426024,0.0,quality_linear,1.0
europarl,pubmed_central,0.05,0.41663254110330095,0.41663254110330095,0.0,1.0,1.0,0.0,2.3489103009426024,2.3489103009426024,0.0,quality_linear,1.0
europarl,wikipedia_en,0.05,0.41663254110330095,0.41820122115064357,0.0015686800473426188,1.0,7.38905609893065,6.38905609893065,2.3489103009426024,2.2181147742582783,-0.13079552668432415,quality_linear,1.0
europarl,github,0.05,0.41663254110330095,0.4222392722586345,0.005606731155333555,1.0,7.38905609893065,6.38905609893065,2.3489103009426024,2.2181147742582783,-0.13079552668432415,quality_linear,1.0
europarl,stackexchange,0.05,0.41663254110330095,0.4097801753790527,-0.006852365724248244,1.0,0.1353352832366127,-0.8646647167633873,2.3489103009426024,2.5778346271886234,0.228924326246021,quality_linear,1.0
europarl,pile_cc,0.05,0.41663254110330095,0.41846570043883785,0.0018331593355369047,1.0,7.38905609893065,6.38905609893065,2.3489103009426024,2.2181147742582783,-0.13079552668432415,quality_linear,1.0
europarl,pubmed_abstracts,0.05,0.41663254110330095,0.41663254110330095,0.0,1.0,1.0,0.0,2.3489103009426024,2.3489103009426024,0.0,quality_linear,1.0
europarl,uspto_backgrounds,0.05,0.41663254110330095,0.41663254110330095,0.0,1.0,1.0,0.0,2.3489103009426024,2.3489103009426024,0.0,quality_linear,1.0
hackernews,arxiv,0.05,0.41663254110330095,0.4116148576053034,-0.005017683497997527,1.0,0.1353352832366127,-0.8646647167633873,2.3489103009426024,2.5778346271886234,0.228924326246021,quality_linear,1.0
hackernews,freelaw,0.05,0.41663254110330095,0.41663254110330095,0.0,1.0,1.0,0.0,2.3489103009426024,2.3489103009426024,0.0,quality_linear,1.0
hackernews,pubmed_central,0.05,0.41663254110330095,0.41663254110330095,0.0,1.0,1.0,0.0,2.3489103009426024,2.3489103009426024,0.0,quality_linear,1.0
hackernews,wikipedia_en,0.05,0.41663254110330095,0.41820122115064357,0.0015686800473426188,1.0,7.38905609893065,6.38905609893065,2.3489103009426024,2.2181147742582783,-0.13079552668432415,quality_linear,1.0
hackernews,github,0.05,0.41663254110330095,0.4222392722586345,0.005606731155333555,1.0,7.38905609893065,6.38905609893065,2.3489103009426024,2.2181147742582783,-0.13079552668432415,quality_linear,1.0
hackernews,stackexchange,0.05,0.41663254110330095,0.4097801753790527,-0.006852365724248244,1.0,0.1353352832366127,-0.8646647167633873,2.3489103009426024,2.5778346271886234,0.228924326246021,quality_linear,1.0
hackernews,pile_cc,0.05,0.41663254110330095,0.41846570043883785,0.0018331593355369047,1.0,7.38905609893065,6.38905609893065,2.3489103009426024,2.2181147742582783,-0.13079552668432415,quality_linear,1.0
hackernews,pubmed_abstracts,0.05,0.41663254110330095,0.41663254110330095,0.0,1.0,1.0,0.0,2.3489103009426024,2.3489103009426024,0.0,quality_linear,1.0
hackernews,uspto_backgrounds,0.05,0.41663254110330095,0.41663254110330095,0.0,1.0,1.0,0.0,2.3489103009426024,2.3489103009426024,0.0,quality_linear,1.0
pubmed_abstracts,arxiv,0.05,0.41663254110330095,0.4116148576053034,-0.005017683497997527,1.0,0.1353352832366127,-0.8646647167633873,2.3489103009426024,2.5778346271886234,0.228924326246021,quality_linear,1.0
pubmed_abstracts,freelaw,0.05,0.41663254110330095,0.41663254110330095,0.0,1.0,1.0,0.0,2.3489103009426024,2.3489103009426024,0.0,quality_linear,1.0
pubmed_abstracts,pubmed_central,0.05,0.41663254110330095,0.41663254110330095,0.0,1.0,1.0,0.0,2.3489103009426024,2.3489103009426024,0.0,quality_linear,1.0
pubmed_abstracts,wikipedia_en,0.05,0.41663254110330095,0.41820122115064357,0.0015686800473426188,1.0,7.38905609893065,6.38905609893065,2.3489103009426024,2.2181147742582783,-0.13079552668432415,quality_linear,1.0
pubmed_abstracts,github,0.05,0.41663254110330095,0.4222392722586345,0.005606731155333555,1.0,7.38905609893065,6.38905609893065,2.3489103009426024,2.2181147742582783,-0.13079552668432415,quality_linear,1.0
pubmed_abstracts,stackexchange,0.05,0.41663254110330095,0.4097801753790527,-0.006852365724248244,1.0,0.1353352832366127,-0.8646647167633873,2.3489103009426024,2.5778346271886234,0.228924326246021,quality_linear,1.0
pubmed_abstracts,pile_cc,0.05,0.41663254110330095,0.41846570043883785,0.0018331593355369047,1.0,7.38905609893065,6.38905609893065,2.3489103009426024,2.2181147742582783,-0.13079552668432415,quality_linear,1.0
pubmed_abstracts,uspto_backgrounds,0.05,0.41663254110330095,0.41663254110330095,0.0,1.0,1.0,0.0,2.3489103009426024,2.3489103009426024,0.0,quality_linear,1.0
uspto_backgrounds,arxiv,0.05,0.41663254110330095,0.4116148576053034,-0.005017683497997527,1.0,0.1353352832366127,-0.8646647167633873,2.3489103009426024,2.5778346271886234,0.228924326246021,quality_linear,1.0
uspto_backgrounds,freelaw,0.05,0.41663254110330095,0.41663254110330095,0.0,1.0,1.0,0.0,2.3489103009426024,2.3489103009426024,0.0,quality_linear,1.0
uspto_backgrounds,pubmed_central,0.05,0.41663254110330095,0.41663254110330095,0.0,1.0,1.0,0.0,2.3489103009426024,2.3489103009426024,0.0,quality_linear,1.0
