candidate,source,in_trust_box,in_trust_l1,trust_status,train_the_pile_arxiv,train_the_pile_freelaw,train_the_pile_nih_exporter,train_the_pile_pubmed_central,train_the_pile_wikipedia_en,train_the_pile_dm_mathematics,train_the_pile_github,train_the_pile_philpapers,train_the_pile_stackexchange,train_the_pile_enron_emails,train_the_pile_gutenberg_pg_19,train_the_pile_pile_cc,train_the_pile_ubuntu_irc,train_the_pile_europarl,train_the_pile_hackernews,train_the_pile_pubmed_abstracts,train_the_pile_uspto_backgrounds,select_rank,select_rank_low,Q,delta,aliases,delta_ref,delta_mixture_l1,is_p0
shift_enron_emails_up__arxiv_down,simplex_perturbation,False,True,outside,0.06302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.05221103304340623,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4116148576053034,1.1723991506222478,shift_enron_emails_up__arxiv_down,1.1723991506222478,1.0000000000000007,False
shift_enron_emails_up__freelaw_down,simplex_perturbation,False,True,outside,0.11302252583269279,0.046824832152027804,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.05221103304340623,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.41663254110330095,0.0,shift_enron_emails_up__freelaw_down,0.0,1.0000000000000007,False
shift_enron_emails_up__pubmed_central_down,simplex_perturbation,False,True,outside,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.06375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.05221103304340623,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.41663254110330095,0.0,shift_enron_emails_up__pubmed_central_down,0.0,1.0000000000000007,False
shift_enron_emails_up__wikipedia_en_down,simplex_perturbation,False,True,outside,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.02507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.05221103304340623,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.41820122115064357,-0.3665275332404914,shift_enron_emails_up__wikipedia_en_down,-0.3665275332404914,1.0000000000000007,False
shift_enron_emails_up__github_down,simplex_perturbation,False,True,outside,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.06070066007050916,0.005487697351193036,0.09943242344413017,0.05221103304340623,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4222392722586345,-1.3100321785747664,shift_enron_emails_up__github_down,-1.3100321785747664,1.0000000000000007,False
shift_enron_emails_up__stackexchange_down,simplex_perturbation,False,True,outside,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.049432423444130166,0.05221103304340623,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4097801753790527,1.6010790154595766,shift_enron_emails_up__stackexchange_down,1.6010790154595766,1.0000000000000007,False
shift_enron_emails_up__pile_cc_down,simplex_perturbation,False,True,outside,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.05221103304340623,0.04691494424753537,0.06948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.41846570043883785,-0.428324036140665,shift_enron_emails_up__pile_cc_down,-0.428324036140665,1.0000000000000007,False
shift_enron_emails_up__pubmed_abstracts_down,simplex_perturbation,False,True,outside,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.05221103304340623,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.016181166112571616,0.07556475309333588,,,0.41663254110330095,0.0,shift_enron_emails_up__pubmed_abstracts_down,0.0,1.0000000000000007,False
shift_enron_emails_up__uspto_backgrounds_down,simplex_perturbation,False,True,outside,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.05221103304340623,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.025564753093335876,,,0.41663254110330095,0.0,shift_enron_emails_up__uspto_backgrounds_down,0.0,1.0000000000000007,False
shift_gutenberg_pg_19_up__arxiv_down,simplex_perturbation,True,True,in,0.06302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.09691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.40640618648024507,2.38942322265192,shift_gutenberg_pg_19_up__arxiv_down,2.38942322265192,1.0000000000000007,False
shift_gutenberg_pg_19_up__freelaw_down,simplex_perturbation,True,True,in,0.11302252583269279,0.046824832152027804,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.09691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.411439406625609,1.2133938804914495,shift_gutenberg_pg_19_up__freelaw_down,1.2133938804914495,1.0000000000000007,False
shift_gutenberg_pg_19_up__pubmed_central_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.06375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.09691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.411439406625609,1.2133938804914495,shift_gutenberg_pg_19_up__pubmed_central_down,1.2133938804914495,1.0000000000000007,False
shift_gutenberg_pg_19_up__wikipedia_en_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.02507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.09691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.412409310148503,0.9867725587440226,shift_gutenberg_pg_19_up__wikipedia_en_down,0.9867725587440226,1.0000000000000007,False
shift_gutenberg_pg_19_up__github_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.06070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.09691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4160897811721784,0.1268177401970136,shift_gutenberg_pg_19_up__github_down,0.1268177401970136,1.0000000000000007,False
shift_gutenberg_pg_19_up__stackexchange_down,simplex_perturbation|lowQ,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.049432423444130166,0.002211033043406226,0.09691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,2.0,0.404733970207894,2.780142353929037,shift_gutenberg_pg_19_up__stackexchange_down,2.780142353929037,1.0000000000000007,False
shift_gutenberg_pg_19_up__pile_cc_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.09691494424753537,0.06948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4126503690976172,0.9304482992915962,shift_gutenberg_pg_19_up__pile_cc_down,0.9304482992915962,1.0000000000000007,False
shift_gutenberg_pg_19_up__pubmed_abstracts_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.09691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.016181166112571616,0.07556475309333588,,,0.411439406625609,1.2133938804914495,shift_gutenberg_pg_19_up__pubmed_abstracts_down,1.2133938804914495,1.0000000000000007,False
shift_gutenberg_pg_19_up__uspto_backgrounds_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.09691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.025564753093335876,,,0.411439406625609,1.2133938804914495,shift_gutenberg_pg_19_up__uspto_backgrounds_down,1.2133938804914495,1.0000000000000007,False
shift_pile_cc_up__arxiv_down,simplex_perturbation,True,True,in,0.06302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.1694875977918856,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.410388358485929,1.4589749233602844,shift_pile_cc_up__arxiv_down,1.4589749233602844,1.0000000000000004,False
shift_pile_cc_up__freelaw_down,simplex_perturbation,True,True,in,0.11302252583269279,0.046824832152027804,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.1694875977918856,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.41509763302729313,0.3586365950169931,shift_pile_cc_up__freelaw_down,0.3586365950169931,1.0000000000000004,False
shift_pile_cc_up__pubmed_central_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.06375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.1694875977918856,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.41509763302729313,0.3586365950169931,shift_pile_cc_up__pubmed_central_down,0.3586365950169931,1.0000000000000004,False
shift_pile_cc_up__wikipedia_en_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.02507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.1694875977918856,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4163914821541869,0.05632425945238741,shift_pile_cc_up__wikipedia_en_down,0.05632425945238741,1.0000000000000004,False
shift_pile_cc_up__github_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.06070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.1694875977918856,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4200719531778622,-0.8036305590946086,shift_pile_cc_up__github_down,-0.8036305590946086,1.0000000000000004,False
shift_pile_cc_up__stackexchange_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.049432423444130166,0.002211033043406226,0.04691494424753537,0.1694875977918856,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4087161422135779,1.8496940546374017,shift_pile_cc_up__stackexchange_down,1.8496940546374017,1.0000000000000004,False
shift_pile_cc_up__pubmed_abstracts_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.1694875977918856,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.016181166112571616,0.07556475309333588,,,0.41509763302729313,0.3586365950169931,shift_pile_cc_up__pubmed_abstracts_down,0.3586365950169931,1.0000000000000004,False
shift_pile_cc_up__uspto_backgrounds_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.1694875977918856,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.025564753093335876,,,0.41509763302729313,0.3586365950169931,shift_pile_cc_up__uspto_backgrounds_down,0.3586365950169931,1.0000000000000004,False
shift_ubuntu_irc_up__arxiv_down,simplex_perturbation,True,True,in,0.06302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.0695999982840059,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4116148576053034,1.1723991506222478,shift_ubuntu_irc_up__arxiv_down,1.1723991506222478,1.0000000000000007,False
shift_ubuntu_irc_up__freelaw_down,simplex_perturbation,True,True,in,0.11302252583269279,0.046824832152027804,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.0695999982840059,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.41663254110330095,0.0,shift_ubuntu_irc_up__freelaw_down,0.0,1.0000000000000007,False
shift_ubuntu_irc_up__pubmed_central_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.06375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.0695999982840059,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.41663254110330095,0.0,shift_ubuntu_irc_up__pubmed_central_down,0.0,1.0000000000000007,False
shift_ubuntu_irc_up__wikipedia_en_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.02507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.0695999982840059,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.41820122115064357,-0.3665275332404914,shift_ubuntu_irc_up__wikipedia_en_down,-0.3665275332404914,1.0000000000000007,False
shift_ubuntu_irc_up__github_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.06070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.0695999982840059,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4222392722586345,-1.3100321785747664,shift_ubuntu_irc_up__github_down,-1.3100321785747664,1.0000000000000007,False
shift_ubuntu_irc_up__stackexchange_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.049432423444130166,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.0695999982840059,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4097801753790527,1.6010790154595766,shift_ubuntu_irc_up__stackexchange_down,1.6010790154595766,1.0000000000000007,False
shift_ubuntu_irc_up__pile_cc_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.06948759779188561,0.0695999982840059,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.41846570043883785,-0.428324036140665,shift_ubuntu_irc_up__pile_cc_down,-0.428324036140665,1.0000000000000007,False
shift_ubuntu_irc_up__pubmed_abstracts_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.0695999982840059,0.012737064754031531,0.011650822378108678,0.016181166112571616,0.07556475309333588,,,0.41663254110330095,0.0,shift_ubuntu_irc_up__pubmed_abstracts_down,0.0,1.0000000000000007,False
shift_ubuntu_irc_up__uspto_backgrounds_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.0695999982840059,0.012737064754031531,0.011650822378108678,0.06618116611257162,0.025564753093335876,,,0.41663254110330095,0.0,shift_ubuntu_irc_up__uspto_backgrounds_down,0.0,1.0000000000000007,False
shift_europarl_up__arxiv_down,simplex_perturbation,True,True,in,0.06302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.06273706475403154,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4116148576053034,1.1723991506222478,shift_europarl_up__arxiv_down,1.1723991506222478,1.0000000000000007,False
shift_europarl_up__freelaw_down,simplex_perturbation,True,True,in,0.11302252583269279,0.046824832152027804,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.06273706475403154,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.41663254110330095,0.0,shift_europarl_up__freelaw_down,0.0,1.0000000000000007,False
shift_europarl_up__pubmed_central_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.06375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.06273706475403154,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.41663254110330095,0.0,shift_europarl_up__pubmed_central_down,0.0,1.0000000000000007,False
shift_europarl_up__wikipedia_en_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.02507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.06273706475403154,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.41820122115064357,-0.3665275332404914,shift_europarl_up__wikipedia_en_down,-0.3665275332404914,1.0000000000000007,False
shift_europarl_up__github_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.06070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.06273706475403154,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4222392722586345,-1.3100321785747664,shift_europarl_up__github_down,-1.3100321785747664,1.0000000000000007,False
shift_europarl_up__stackexchange_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.049432423444130166,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.06273706475403154,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.4097801753790527,1.6010790154595766,shift_europarl_up__stackexchange_down,1.6010790154595766,1.0000000000000007,False
shift_europarl_up__pile_cc_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.06948759779188561,0.019599998284005892,0.06273706475403154,0.011650822378108678,0.06618116611257162,0.07556475309333588,,,0.41846570043883785,-0.428324036140665,shift_europarl_up__pile_cc_down,-0.428324036140665,1.0000000000000007,False
shift_europarl_up__pubmed_abstracts_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.06273706475403154,0.011650822378108678,0.016181166112571616,0.07556475309333588,,,0.41663254110330095,0.0,shift_europarl_up__pubmed_abstracts_down,0.0,1.0000000000000007,False
shift_europarl_up__uspto_backgrounds_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.06273706475403154,0.011650822378108678,0.06618116611257162,0.025564753093335876,,,0.41663254110330095,0.0,shift_europarl_up__uspto_backgrounds_down,0.0,1.0000000000000007,False
shift_hackernews_up__arxiv_down,simplex_perturbation,True,True,in,0.06302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.06165082237810868,0.06618116611257162,0.07556475309333588,,,0.4116148576053034,1.1723991506222478,shift_hackernews_up__arxiv_down,1.1723991506222478,1.0000000000000007,False
shift_hackernews_up__freelaw_down,simplex_perturbation,True,True,in,0.11302252583269279,0.046824832152027804,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.06165082237810868,0.06618116611257162,0.07556475309333588,,,0.41663254110330095,0.0,shift_hackernews_up__freelaw_down,0.0,1.0000000000000007,False
shift_hackernews_up__pubmed_central_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.06375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.06165082237810868,0.06618116611257162,0.07556475309333588,,,0.41663254110330095,0.0,shift_hackernews_up__pubmed_central_down,0.0,1.0000000000000007,False
shift_hackernews_up__wikipedia_en_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.02507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.06165082237810868,0.06618116611257162,0.07556475309333588,,,0.41820122115064357,-0.3665275332404914,shift_hackernews_up__wikipedia_en_down,-0.3665275332404914,1.0000000000000007,False
shift_hackernews_up__github_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.06070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.06165082237810868,0.06618116611257162,0.07556475309333588,,,0.4222392722586345,-1.3100321785747664,shift_hackernews_up__github_down,-1.3100321785747664,1.0000000000000007,False
shift_hackernews_up__stackexchange_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.049432423444130166,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.06165082237810868,0.06618116611257162,0.07556475309333588,,,0.4097801753790527,1.6010790154595766,shift_hackernews_up__stackexchange_down,1.6010790154595766,1.0000000000000007,False
shift_hackernews_up__pile_cc_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.06948759779188561,0.019599998284005892,0.012737064754031531,0.06165082237810868,0.06618116611257162,0.07556475309333588,,,0.41846570043883785,-0.428324036140665,shift_hackernews_up__pile_cc_down,-0.428324036140665,1.0000000000000007,False
shift_hackernews_up__pubmed_abstracts_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.06165082237810868,0.016181166112571616,0.07556475309333588,,,0.41663254110330095,0.0,shift_hackernews_up__pubmed_abstracts_down,0.0,1.0000000000000007,False
shift_hackernews_up__uspto_backgrounds_down,simplex_perturbation,True,True,in,0.11302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.06165082237810868,0.06618116611257162,0.025564753093335876,,,0.41663254110330095,0.0,shift_hackernews_up__uspto_backgrounds_down,0.0,1.0000000000000007,False
shift_pubmed_abstracts_up__arxiv_down,simplex_perturbation,True,True,in,0.06302252583269279,0.0968248321520278,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.11618116611257162,0.07556475309333588,,,0.4116148576053034,1.1723991506222478,shift_pubmed_abstracts_up__arxiv_down,1.1723991506222478,1.0000000000000007,False
shift_pubmed_abstracts_up__freelaw_down,simplex_perturbation,True,True,in,0.11302252583269279,0.046824832152027804,0.00588968021709595,0.11375419105058357,0.07507775607983627,0.0254628540970504,0.11070066007050916,0.005487697351193036,0.09943242344413017,0.002211033043406226,0.04691494424753537,0.11948759779188561,0.019599998284005892,0.012737064754031531,0.011650822378108678,0.11618116611257162,0.07556475309333588,,,0.41663254110330095,0.0,shift_pubmed_abstracts_up__freelaw_down,0.0,1.0000000000000007,False
