functional,omega,C,cost_form,ell,q0_mode,N_B,D_B,Q,h_true,L_pred,trust_status,L_correct_unit_rescore
quality_linear,0.5,1e+24,power,4096,mixture,216.34490241064765,675.6676688259822,1.0,3788.5078766638335,1.6899075517505653,box_only,1.7666470856346543
quality_linear,0.5,1e+24,power,8192,fixed_ref,205.5701250182408,634.8899230919933,1.0,3788.5078766638335,1.689909482075752,box_only,1.767994585447932
quality_linear,0.5,1e+24,power,8192,mixture,205.5701250182408,634.9427176913587,1.0,3788.5078766638335,1.6899094806451678,box_only,1.7679941129317993
quality_linear,0.5,1e+24,power,32768,fixed_ref,164.11439144059412,484.2437331790696,1.0,3788.5078766638335,1.689918337887775,box_only,1.7742006934706949
quality_linear,0.5,1e+24,power,32768,mixture,164.11439144059412,484.2744454605515,1.0,3788.5078766638335,1.689918336710713,box_only,1.7742003046920218
quality_linear,0.5,1e+24,power,131072,fixed_ref,107.09273253717652,289.4542439185939,1.0,3788.5078766638335,1.689937116576668,box_only,1.7873552456427535
quality_linear,0.5,1e+24,power,131072,mixture,107.09273253717652,289.4652171067156,1.0,3788.5078766638335,1.6899371157641,box_only,1.787354977255019
quality_linear,0.5,1e+24,logarithmic,2048,fixed_ref,221.99677564894077,702.039142708224,1.0,3788.5078766638335,1.6899064750680728,box_only,1.7659377441407709
quality_linear,0.5,1e+24,logarithmic,2048,mixture,221.88775358179797,702.5100033985244,1.0,3788.5078766638335,1.6899064720620045,box_only,1.7659434597962278
quality_linear,0.5,1e+24,logarithmic,4096,fixed_ref,215.81419169722463,678.7983299848895,1.0,3788.5078766638335,1.689907515058437,box_only,1.766668815801741
quality_linear,0.5,1e+24,logarithmic,4096,mixture,215.81419169722463,678.9162782208894,1.0,3788.5078766638335,1.689907512124711,box_only,1.7666678468039887
quality_linear,0.5,1e+24,logarithmic,8192,fixed_ref,205.06584566387923,637.8013008618383,1.0,3788.5078766638335,1.689909445553894,box_only,1.7680169648959931
quality_linear,0.5,1e+24,logarithmic,8192,mixture,204.9651383345529,638.2186074843429,1.0,3788.5078766638335,1.6899094427487624,box_only,1.7680229303178567
quality_linear,0.5,1e+24,logarithmic,32768,fixed_ref,163.792244160332,485.98095986559656,1.0,3788.5078766638335,1.6899183078507412,box_only,1.7742205165570724
quality_linear,0.5,1e+24,logarithmic,32768,mixture,163.792244160332,486.0414141372749,1.0,3788.5078766638335,1.6899183055444895,box_only,1.7742197548116063
